[2025-06-23 15:21:55] My Server (192.168.1.100) is DOWN (timestamp: 1750672315.561285)
[2025-06-23 15:26:31] My Server (192.168.1.100) is DOWN (timestamp: 1750672591.746671)
[2025-06-23 15:37:22] My Server (192.168.1.100) is DOWN (timestamp: 1750673242.536071)
[2025-06-23 15:37:46] My Server (192.168.1.100) is DOWN (timestamp: 1750673266.99562)
[2025-06-23 15:40:33] My Server (192.168.1.100) is DOWN (timestamp: 1750673433.914975)
[2025-06-23 15:40:59] DPS, Sec 19 Faridabad (103.90.207.73) is DOWN (timestamp: 1750673459.619188)
[2025-06-23 15:41:14] My Server (192.168.1.100) is DOWN (timestamp: 1750673474.775871)
[2025-06-23 15:41:54] DPS, Sec 19 Faridabad (103.90.207.73) is DOWN (timestamp: 1750673514.149129)
[2025-06-23 15:42:09] My Server (192.168.1.100) is DOWN (timestamp: 1750673529.421415)
[2025-06-23 15:43:12] My Server (192.168.1.100) is DOWN (timestamp: 1750673592.549429)
[2025-06-23 16:52:09] My Server (192.168.1.100) is DOWN (timestamp: 1750677729.462416)
[2025-06-23 16:58:16] My Server (192.168.1.100) is DOWN (timestamp: 1750678096.72234)
[2025-06-23 17:19:10] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750679350.706385)
[2025-06-24 11:41:52] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750745512.437285)
[2025-06-24 12:32:06] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750748526.847029)
[2025-06-24 12:32:21] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750748541.207591)
[2025-06-24 14:32:36] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750755756.802637)
[2025-06-24 14:42:52] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750756372.811219)
[2025-06-24 14:48:47] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750756727.03684)
[2025-06-24 14:48:47] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750756727.18683)
[2025-06-24 16:55:46] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750764346.980926)
[2025-06-24 19:34:38] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750773878.089436)
[2025-06-24 19:34:38] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750773878.236984)
[2025-06-25 02:23:00] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750798380.879699)
[2025-06-25 02:23:01] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750798381.050896)
[2025-06-26 13:15:39] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750923939.282247)
[2025-06-26 13:36:01] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750925161.497098)
[2025-06-26 13:36:31] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750925191.57444)
[2025-06-26 14:36:49] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750928809.471719)
[2025-06-26 14:37:12] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750928832.599915)
[2025-06-26 16:58:32] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750937312.38937)
[2025-06-26 16:58:32] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750937312.554218)
[2025-06-26 23:17:11] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1750960031.412025)
[2025-06-26 23:17:11] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1750960031.574757)
[2025-06-28 17:00:21] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751110221.624736)
[2025-06-28 17:00:21] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1751110221.83137)
[2025-06-28 18:21:08] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751115068.124397)
[2025-06-28 18:25:23] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751115323.324818)
[2025-06-28 18:25:23] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1751115323.478039)
[2025-06-29 02:03:10] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751142790.462532)
[2025-06-29 02:03:10] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1751142790.638627)
[2025-07-01 12:19:54] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751352594.857892)
[2025-07-01 15:10:16] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751362816.408758)
[2025-07-01 16:54:25] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751369065.428092)
[2025-07-01 16:54:25] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1751369065.595844)
[2025-07-01 17:17:52] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751370472.66704)
[2025-07-01 17:17:52] ELX - 36 Toyota, Sec 31 - 2nd line (43.230.157.53) is DOWN (timestamp: 1751370472.764894)
[2025-07-01 18:14:06] 43.230.157.11 (43.230.157.11) is DOWN (timestamp: 1751373846.718135)
[2025-07-01 18:20:38] Lalit Home (43.230.157.33) is DOWN (timestamp: 1751374238.094665)
[2025-07-01 18:26:28] test (333333) is DOWN (timestamp: 1751374588.276239)
[2025-07-01 18:28:58] SAR - 36 Toyota, Sec 31 - 1st line (103.90.207.241) is DOWN (timestamp: 1751374738.396278)
[2025-07-02 18:11:19] Lalit Home (43.230.157.33) is DOWN (timestamp: 1751460079.858926)
[2025-07-02 18:11:28] test (333333) is DOWN (timestamp: 1751460088.943617)
[2025-07-02 18:20:10] 2.2.2.2 (2.2.2.2) is DOWN (timestamp: 1751460610.257702)
[2025-07-02 18:20:20] 1.2.4.5 (1.2.4.5) is DOWN (timestamp: 1751460620.251108)
[2025-07-02 18:20:30] 1.2.4.99 (1.2.4.99) is DOWN (timestamp: 1751460630.266456)
[2025-07-08 15:25:35] 2.2.2.2 (2.2.2.2) is DOWN (timestamp: 1751968535.210386)
[2025-07-08 15:25:35] 1.2.4.99 (1.2.4.99) is DOWN (timestamp: 1751968535.203152)
[2025-07-08 15:25:35] 1.2.4.5 (1.2.4.5) is DOWN (timestamp: 1751968535.20999)
[2025-07-08 15:34:35] 2.2.2.2 (2.2.2.2) is DOWN (timestamp: 1751969075.399668)
[2025-07-08 15:34:45] 1.2.4.5 (1.2.4.5) is DOWN (timestamp: 1751969085.416424)
[2025-07-08 15:34:55] 1.2.4.99 (1.2.4.99) is DOWN (timestamp: 1751969095.430642)
[2025-07-08 15:37:35] 2.2.2.2 (2.2.2.2) is DOWN (timestamp: 1751969255.494418)
[2025-07-08 15:37:45] 1.2.4.5 (1.2.4.5) is DOWN (timestamp: 1751969265.513771)
[2025-07-08 15:37:55] 1.2.4.99 (1.2.4.99) is DOWN (timestamp: 1751969275.510621)
[2025-07-08 15:40:35] 1.2.4.99 (1.2.4.99) is DOWN (timestamp: 1751969435.561298)
[2025-07-08 16:57:16] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974036.088278)
[2025-07-08 17:00:53] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974253.399091)
[2025-07-08 17:01:56] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974316.620708)
[2025-07-08 17:02:58] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974378.342716)
[2025-07-08 17:04:00] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974440.878273)
[2025-07-08 17:05:03] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974503.160872)
[2025-07-08 17:06:06] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974566.59303)
[2025-07-08 17:07:16] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974636.847548)
[2025-07-08 17:08:20] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974700.267666)
[2025-07-08 17:09:28] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751974768.81951)
[2025-07-08 17:19:59] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751975399.588736)
[2025-07-08 17:30:33] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751976033.960473)
[2025-07-08 17:40:56] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751976656.484223)
[2025-07-08 17:51:41] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751977301.95414)
[2025-07-08 18:01:55] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751977915.61402)
[2025-07-08 18:12:23] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751978543.568544)
[2025-07-08 18:22:41] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751979161.712822)
[2025-07-08 18:32:55] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751979775.056388)
[2025-07-08 18:43:43] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751980423.36006)
[2025-07-08 18:54:01] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751981041.822851)
[2025-07-08 18:54:47] 103.90.207.241 (103.90.207.241) is DOWN (timestamp: 1751981087.864301)
[2025-07-08 18:54:47] 43.230.157.53 (43.230.157.53) is DOWN (timestamp: 1751981087.914876)
[2025-07-08 22:36:25] 103.90.205.129 (103.90.205.129) is DOWN (timestamp: 1751994385.88718)
[2025-07-08 22:37:51] 43.230.157.53 (43.230.157.53) is DOWN (timestamp: 1751994471.319101)
[2025-07-08 22:37:51] 103.90.207.241 (103.90.207.241) is DOWN (timestamp: 1751994471.319563)
[2025-07-08 22:48:42] 103.90.207.241 (103.90.207.241) is DOWN (timestamp: 1751995122.259779)
[2025-07-08 22:48:42] 43.230.157.53 (43.230.157.53) is DOWN (timestamp: 1751995122.269233)
[2025-07-08 22:52:09] 103.90.205.131 (103.90.205.131) is DOWN (timestamp: 1751995329.02251)
[2025-07-08 23:02:24] 103.90.205.131 (103.90.205.131) is DOWN (timestamp: 1751995944.632897)
[2025-07-08 23:02:27] 103.90.205.138 (103.90.205.138) is DOWN (timestamp: 1751995947.68487)
[2025-07-08 23:07:14] 160.30.123.78 (160.30.123.78) is DOWN (timestamp: 1751996234.577324)
[2025-07-08 23:13:09] 103.90.205.131 (103.90.205.131) is DOWN (timestamp: 1751996589.478122)
[2025-07-08 23:13:18] 103.90.205.138 (103.90.205.138) is DOWN (timestamp: 1751996598.858435)
[2025-07-08 23:15:53] 103.255.9.57 (103.255.9.57) is DOWN (timestamp: 1751996753.528923)
[2025-07-08 23:17:17] 160.30.123.78 (160.30.123.78) is DOWN (timestamp: 1751996837.568827)
[2025-07-08 23:24:09] 103.90.205.131 (103.90.205.131) is DOWN (timestamp: 1751997249.241774)
[2025-07-08 23:24:12] 103.90.205.138 (103.90.205.138) is DOWN (timestamp: 1751997252.533069)
[2025-07-08 23:27:05] 103.255.9.57 (103.255.9.57) is DOWN (timestamp: 1751997425.480924)
